Cidades Brasileiras,,,,,,,,
Fonte: https://www.kaggle.com/crisparada/brazilian-cities/downloads/brazilian-cities.zip/6,,,,,,,,
,,,,,,,,
Município,Estado,IBGE_1-4,IDHM,IDHM_Renda,IDHM_Educacao,GDP_CAPITA,COMP_P,Valor Vazio
Porto Seguro,BA,7685,0.68,0.673,0.572,17114.47,141,0
Paranaíba,MS,1792,0.721,0.727,0.627,28129,27,0
Capão Bonito,SP,2134,0.721,0.675,0.671,17535.99,48,0
Montenegro,RS,2638,0.755,0.761,0.654,46409.32,61,0
Espírito Santo Do Pinhal,SP,1544,0.787,0.784,0.712,30140.43,33,0
Sabará,MG,6453,0.731,0.699,0.67,16870.16,76,0
Frutal,MG,2407,0.73,0.73,0.615,27884.32,35,0
Oliveira,MG,1685,0.7,0.691,0.587,18638.54,32,0
Rolândia,PR,2789,0.74,0.744,0.661,38395.06,66,0
Goiatuba,GO,1620,0.725,0.737,0.627,43031.23,14,0
Garça,SP,1829,0.769,0.737,0.728,24487.27,55,0
Pato Branco,PR,3671,0.782,0.778,0.728,41713.58,101,0
Panambi,RS,1751,0.76,0.752,0.691,41950.67,41,0
Caratinga,MG,3592,0.706,0.697,0.603,16706.25,80,0
Cosmópolis,SP,3148,0.769,0.746,0.697,19396.97,34,0
Cataguases,MG,2969,0.75,0.718,0.685,19908.04,82,0
Piedade,SP,1211,0.716,0.694,0.624,21416.61,55,0
Campo Bom,RS,2567,0.745,0.755,0.643,44103.68,86,0
Santa Cruz Do Capibaribe,PE,5982,0.648,0.667,0.506,12601,41,0
Serra Negra,SP,533,0.767,0.764,0.676,23411.1,37,0
São Pedro,SP,1242,0.755,0.741,0.674,19600.54,42,0
Extrema,MG,1374,0.732,0.729,0.633,183218.05,44,0
Vargem Grande Paulista,SP,2566,0.77,0.755,0.683,35231.35,62,0
Guarapari,ES,4966,0.731,0.746,0.626,17098.94,128,0
Santo Ângelo,RS,3573,0.772,0.765,0.696,28239.1,88,0
Socorro,SP,835,0.73,0.737,0.634,18734.78,31,0
Paraty,RJ,1690,0.693,0.726,0.544,30584.41,44,0
Paraty,RJ,1690,0.693,0.726,0.544,30584.41,44,0
Teixeira De Freitas,BA,8322,0.685,0.683,0.588,14113.49,138,0
Lagoa Santa,MG,2561,0.777,0.79,0.693,32342.23,55,0
Cachoeira Do Sul,RS,3204,0.742,0.739,0.648,27143.23,74,0
Cruz Alta,RS,2740,0.75,0.754,0.653,52062.77,92,0
Laranjal Paulista,SP,1119,0.73,0.732,0.639,31815.57,19,0
Santa Rita Do Sapucaí,MG,1646,0.721,0.727,0.62,38950.04,36,0
Francisco Morato,SP,9637,0.703,0.659,0.647,8074.58,70,0
Artur Nogueira,SP,2293,0.75,0.745,0.681,19388.74,29,0
Não-Me-Toque,RS,643,0.765,0.784,0.673,59656.17,22,0
Patos,PB,6005,0.701,0.667,0.628,14482.69,69,0
Bertioga,SP,2993,0.73,0.727,0.654,25674.73,38,0
Alegrete,RS,3249,0.74,0.72,0.664,23689.07,77,0
Ouro Branco,MG,1653,0.764,0.753,0.68,77067.59,46,0
Camaragibe,PE,7083,0.69,0.656,0.628,9506.73,78,0
Cianorte,PR,2965,0.755,0.747,0.685,31698.92,57,0
Castanhal,PA,10806,0.67,0.654,0.582,18709.66,146,0
Monte Mor,SP,2567,0.733,0.713,0.639,40134.15,35,0
Vespasiano,MG,4932,0.688,0.677,0.592,23398.53,83,0
Aparecida,SP,1749,0.755,0.735,0.706,30760.41,23,0
Saquarema,RJ,3668,0.71,0.714,0.621,26152.13,119,0
Ibiúna,SP,1479,0.71,0.7,0.614,20750.45,73,0
Telêmaco Borba,PR,4442,0.73,0.726,0.657,44278,64,0
Armação Dos Búzios,RJ,1507,0.728,0.75,0.624,46566.38,26,0
Piraju,SP,1240,0.758,0.74,0.699,20256.69,44,0
Muriaé,MG,4618,0.73,0.731,0.634,18893.26,117,0
Serra Talhada,PE,3984,0.66,0.632,0.571,15161.18,72,0
Viçosa,MG,3119,0.775,0.758,0.696,19391.08,117,0
Carpina,PE,4069,0.68,0.63,0.619,15520.94,62,0
Gramado,RS,1399,0.764,0.783,0.662,51082.22,40,0
Ilhabela,SP,1576,0.76,0.739,0.693,91873.77,23,0
Dois Córregos,SP,1388,0.725,0.725,0.616,25595.29,11,0
Curvelo,MG,3493,0.713,0.689,0.617,17057.93,51,0
Osório,RS,1691,0.75,0.769,0.646,29614.09,35,0
Cabreúva,SP,2392,0.738,0.717,0.678,87725.88,18,0
São Pedro Da Aldeia,RJ,4603,0.71,0.721,0.626,20714.33,97,0
Santa Isabel,SP,2175,0.738,0.7,0.689,22328.98,52,0
Guararapes,SP,1296,0.763,0.727,0.726,38069.46,24,0
Morrinhos,GO,1790,0.73,0.739,0.621,27621.32,59,0
Leopoldina,MG,2185,0.726,0.696,0.635,18448.49,31,0
Carazinho,RS,2673,0.77,0.756,0.707,42532.6,77,0
Viamão,RS,11495,0.72,0.72,0.591,13126.06,184,0
Iturama,MG,1652,0.747,0.73,0.674,52175.19,24,0
José Bonifácio,SP,1409,0.777,0.752,0.717,34431.94,30,0
Capão Da Canoa,RS,2172,0.743,0.756,0.637,27330.71,43,0
Santiago,RS,2024,0.77,0.746,0.682,23542.16,47,0
Goiana,PE,3670,0.65,0.614,0.576,65271.07,35,0
Simões Filho,BA,7290,0.675,0.641,0.591,37043.88,58,0
Caçapava Do Sul,RS,1116,0.7,0.699,0.585,21856.5,41,0
Ilha Solteira,SP,985,0.812,0.786,0.782,21499.82,31,0
Morro Agudo,SP,1724,0.71,0.716,0.604,38855.69,35,0
Sapiranga,RS,4011,0.711,0.722,0.598,37456.52,61,0
Igarapava,SP,1412,0.768,0.809,0.671,36465.62,35,0
Campo Belo,MG,2223,0.711,0.706,0.586,17245.78,38,0
Candeias,BA,3831,0.691,0.652,0.616,38581.15,36,0
Presidente Venceslau,SP,1576,0.763,0.749,0.708,17767.62,25,0
Aracruz,ES,4348,0.752,0.717,0.707,47644.02,114,0
Jequié,BA,8398,0.665,0.656,0.568,15062.91,91,0
Palmital,SP,906,0.746,0.727,0.702,27670.81,22,0
Sousa,PB,3178,0.67,0.645,0.567,15151.67,38,0
Mongaguá,SP,2668,0.754,0.719,0.699,17115.56,52,0
Alvorada,RS,11832,0.7,0.694,0.564,12166.04,97,0
Cruzília,MG,621,0.695,0.671,0.587,14213.39,9,0
Itapema,SC,2023,0.8,0.788,0.727,26725.94,42,0
Américo Brasiliense,SP,1985,0.75,0.709,0.701,21643.91,32,0
Casa Branca,SP,1153,0.73,0.727,0.64,28207.64,20,0
Osvaldo Cruz,SP,1077,0.762,0.74,0.713,29901.68,24,0
Estância Velha,RS,2049,0.757,0.749,0.652,30009.41,53,0
Bariri,SP,1473,0.75,0.736,0.662,41510.78,18,0
Jardinópolis,SP,2067,0.735,0.728,0.64,23899.44,32,0
Ji-Paraná,RO,6047,0.71,0.728,0.617,22739.38,110,0
Pederneiras,SP,2121,0.74,0.738,0.673,36941.61,36,0
Pilar Do Sul,SP,1144,0.69,0.674,0.594,20842.71,14,0
Paulo Afonso,BA,5901,0.674,0.678,0.572,18910.87,57,0
Alumínio,SP,834,0.77,0.729,0.732,99392.72,17,0
São Borja,RS,2675,0.736,0.72,0.643,26740.4,43,0
Belo Jardim,PE,3618,0.629,0.617,0.514,20703.79,82,0
Cajazeiras,PB,2804,0.679,0.668,0.574,16936.26,46,0
Taquarituba,SP,1064,0.701,0.7,0.606,26924.91,25,0
Alta Floresta,MT,2448,0.71,0.709,0.629,31623.8,56,0
São Gonçalo Do Amarante,CE,1504,0.665,0.587,0.646,49259.77,10,0
Arcoverde,PE,4117,0.667,0.654,0.567,12994.83,37,0
Colatina,ES,4072,0.746,0.738,0.668,26270.72,155,0
Tanabi,SP,874,0.748,0.735,0.687,46937.07,19,0
Eunápolis,BA,6201,0.677,0.687,0.572,22186.57,94,0
Redenção,PA,4942,0.672,0.674,0.561,20143.55,87,0
Cordeirópolis,SP,962,0.758,0.754,0.674,96056.59,17,0
Cassilândia,MS,898,0.727,0.756,0.627,24042.01,15,0
Flores Da Cunha,RS,817,0.754,0.786,0.642,46113.35,39,0
Ribeirão Das Neves,MG,16666,0.684,0.658,0.591,11110.22,161,0
Pedregulho,SP,635,0.715,0.716,0.623,50159.26,16,0
Taquara,RS,2427,0.727,0.754,0.579,22251.35,78,0
Caldas Novas,GO,3848,0.733,0.739,0.64,26695.2,104,0
Salesópolis,SP,567,0.732,0.687,0.69,11669.96,12,0
Brumadinho,MG,1448,0.747,0.761,0.639,40099.77,23,0
Irati,PR,2348,0.726,0.715,0.64,26207.22,78,0
Piracaia,SP,963,0.74,0.758,0.625,16537.87,25,0
Santos Dumont,MG,2020,0.741,0.688,0.697,19343.78,31,0
Primavera Do Leste,MT,2833,0.752,0.774,0.653,61274.33,67,0
Santa Rita Do Passa Quatro,SP,996,0.775,0.764,0.686,22579.86,30,0
Ipojuca,PE,3017,0.619,0.613,0.499,115458.91,30,0
Descalvado,SP,1261,0.76,0.74,0.687,41764.12,45,0
Barcarena,PA,3040,0.662,0.643,0.564,42290.57,106,0
Corumbá,MS,6151,0.7,0.701,0.586,24061.55,57,0
Itaberá,SP,673,0.693,0.652,0.636,32218.56,14,0
Surubim,PE,2687,0.635,0.617,0.548,10915.41,26,0
São Lourenço Do Sul,RS,1103,0.687,0.722,0.528,23237.81,35,0
Guanambi,BA,3603,0.67,0.663,0.584,13886.22,73,0
Triunfo,RS,918,0.733,0.717,0.629,289932.05,26,0
Venâncio Aires,RS,1773,0.71,0.736,0.6,39533.6,106,0
Picos,PI,3342,0.698,0.684,0.621,18212.61,105,0
Pereira Barreto,SP,1222,0.77,0.728,0.732,31802.91,26,0
Nova Serrana,MG,4632,0.715,0.709,0.597,22763.3,33,0
Fazenda Rio Grande,PR,5406,0.72,0.713,0.617,21982.96,69,0
Sant'Ana Do Livramento,RS,3787,0.727,0.715,0.636,27878.48,64,0
Porto Real,RJ,921,0.713,0.688,0.645,137592.5,20,0
Garibaldi,RS,986,0.79,0.825,0.688,52612.99,56,0
Cambuí,MG,990,0.75,0.722,0.674,34594.29,21,0
Gurupi,TO,4323,0.759,0.736,0.706,24036.9,77,0
Santa Rosa,RS,2797,0.769,0.752,0.693,35597.73,67,0
Santo Anastácio,SP,881,0.753,0.725,0.689,18873.78,19,0
Timbó,SC,1568,0.784,0.807,0.697,40483.91,68,0
Angatuba,SP,897,0.72,0.693,0.648,34197.41,13,0
Ponta Porã,MS,4051,0.701,0.708,0.598,29334.28,33,0
Palmares,PE,2805,0.622,0.588,0.55,13099.27,34,0
Formosa,GO,5886,0.74,0.726,0.666,18456.69,104,0
Salgueiro,PE,3159,0.669,0.645,0.58,13070.53,46,0
Promissão,SP,1613,0.743,0.724,0.666,71619.02,27,0
Tramandaí,RS,2203,0.72,0.727,0.606,19168.53,21,0
Aguaí,SP,1569,0.715,0.703,0.606,21719.5,12,0
Pomerode,SC,1078,0.78,0.78,0.687,53900.83,36,0
Igrejinha,RS,1576,0.721,0.749,0.571,44903.78,48,0
Guarabira,PB,2959,0.67,0.641,0.586,16034.81,72,0
Pirapozinho,SP,1080,0.78,0.74,0.733,26952.95,35,0
União Da Vitória,PR,2884,0.74,0.713,0.68,24911.77,82,0
Navegantes,SC,2841,0.736,0.731,0.624,43841.66,44,0
Cravinhos,SP,1638,0.76,0.737,0.683,30163.95,27,0
Valença,BA,3661,0.623,0.619,0.502,14274.61,113,0
Conchal,SP,1335,0.708,0.699,0.614,23443.53,27,0
Pedro Leopoldo,MG,2684,0.757,0.723,0.7,22484.47,64,0
Auriflama,SP,524,0.773,0.746,0.738,19441.24,16,0
Luziânia,GO,11866,0.701,0.689,0.602,17471.11,149,0
Cachoeiras De Macacu,RJ,1988,0.7,0.695,0.603,18427.81,53,0
Torres,RS,1155,0.762,0.75,0.685,27993.21,41,0
Bom Despacho,MG,1995,0.75,0.742,0.661,23101.42,47,0
Miguel Pereira,RJ,899,0.745,0.74,0.675,27470.61,32,0
Curitibanos,SC,2030,0.721,0.716,0.62,31046.22,18,0
Brumado,BA,2553,0.66,0.63,0.554,19724.63,36,0
Mafra,SC,2307,0.777,0.738,0.723,26121.34,67,0
Paracambi,RJ,1603,0.72,0.689,0.666,19189.62,29,0
Andradas,MG,1267,0.73,0.731,0.617,21156.97,42,0
Veranópolis,RS,802,0.773,0.797,0.692,46498.89,26,0
Crato,CE,5613,0.713,0.655,0.673,11642.3,70,0
Rio Das Pedras,SP,1645,0.759,0.741,0.7,33306.82,31,0
Mairinque,SP,1971,0.743,0.721,0.684,38941.79,43,0
Barroso,MG,995,0.73,0.675,0.678,15099.51,23,0
Iguatu,CE,4471,0.677,0.642,0.599,13940.47,43,0
Junqueirópolis,SP,734,0.745,0.727,0.662,47068.18,13,0
Serrana,SP,2389,0.73,0.713,0.65,20392.27,39,0
São Gonçalo Do Sapucaí,MG,1042,0.715,0.706,0.609,24946.61,24,0
Guanhães,MG,1280,0.69,0.683,0.576,17990.17,26,0
Palmas,PR,2950,0.66,0.687,0.505,22042.21,23,0
Guararema,SP,1153,0.731,0.729,0.656,49785.35,52,0
Holambra,SP,361,0.79,0.815,0.698,66380.04,28,0
Guapimirim,RJ,2786,0.698,0.692,0.604,15912.49,19,0
Santa Vitória Do Palmar,RS,1325,0.71,0.709,0.591,27715.9,30,0
Manhuaçu,MG,3932,0.69,0.692,0.563,23730.94,59,0
Araripina,PE,3306,0.602,0.595,0.467,9445.33,35,0
Irecê,BA,3983,0.691,0.661,0.643,13749.35,43,0
Apiaí,SP,1049,0.71,0.662,0.647,24498.9,15,0
Monte Aprazível,SP,965,0.785,0.781,0.72,25992.18,17,0
Indaial,SC,2716,0.777,0.767,0.701,35543.26,72,0
Vilhena,RO,4224,0.731,0.734,0.659,25822.66,38,0
Altinópolis,SP,605,0.73,0.726,0.635,28541.39,13,0
Jacobina,BA,3363,0.649,0.636,0.558,15208.07,79,0
Ibirité,MG,9706,0.7,0.673,0.616,11375.19,85,0
Igarassu,PE,5687,0.665,0.622,0.606,20687.18,91,0
Caxambu,MG,1026,0.743,0.77,0.629,13956.91,23,0
Inhumas,GO,2197,0.72,0.718,0.618,18933.26,52,0
Ibiporã,PR,2402,0.726,0.72,0.647,43888.38,63,0
Serrinha,BA,2838,0.634,0.615,0.532,9937.74,96,0
Paulo De Faria,SP,399,0.725,0.721,0.662,25430.72,4,0
Santo Estêvão,BA,1878,0.626,0.611,0.498,13727.22,65,0
Cruz Das Almas,BA,2719,0.7,0.659,0.65,14897.85,87,0
Brodowski,SP,1022,0.755,0.738,0.675,22582.08,31,0
Guaxupé,MG,2060,0.75,0.729,0.659,35509.33,59,0
Rio Negro,PR,1412,0.76,0.721,0.705,30103.68,31,0
Presidente Bernardes,SP,383,0.757,0.718,0.719,18773.35,15,0
Cachoeira Paulista,SP,1258,0.764,0.733,0.728,17202.31,37,0
Águas De Lindóia,SP,293,0.745,0.725,0.675,24727.02,23,0
Santo Amaro Da Imperatriz,SC,767,0.78,0.753,0.71,33491.38,30,0
Agudos,SP,1767,0.745,0.705,0.694,69828.53,23,0
Martinópolis,SP,989,0.721,0.703,0.641,21600.06,28,0
Cocal Do Sul,SC,543,0.78,0.747,0.74,36835.93,17,0
Gaspar,SC,2507,0.765,0.77,0.655,36880.96,50,0
Rio Branco Do Sul,PR,1479,0.679,0.679,0.545,33204.48,34,0
São Bento Do Sapucaí,SP,233,0.72,0.719,0.638,16414.83,12,0
Barão De Cocais,MG,1407,0.722,0.679,0.647,20033.67,30,0
Arraial Do Cabo,RJ,1241,0.733,0.722,0.677,22531.94,22,0
Senhora De Oliveira,MG,165,0.631,0.603,0.521,11870.23,3,0
Parobé,RS,2834,0.7,0.7,0.562,20380.15,35,0
Aquidauana,MS,2208,0.688,0.69,0.562,18568.37,40,0
Encantado,RS,733,0.767,0.764,0.687,34921.24,28,0
Unaí,MG,3346,0.736,0.723,0.651,37603.56,57,0
Presidente Epitácio,SP,2063,0.75,0.714,0.7,23820.74,26,0
Rancharia,SP,1253,0.75,0.72,0.683,38668.19,19,0
Castro,PR,3297,0.703,0.704,0.6,35232.68,61,0
São Mateus,ES,4069,0.735,0.719,0.655,15983.29,54,0
Bom Jesus Dos Perdões,SP,965,0.713,0.716,0.631,23407.62,17,0
Brotas,SP,1001,0.74,0.724,0.688,28357.32,22,0
Parapuã,SP,374,0.737,0.693,0.696,26859.95,3,0
Seropédica,RJ,3991,0.713,0.695,0.648,24602.97,35,0
Limoeiro,PE,1971,0.66,0.628,0.583,12278.17,33,0
Bezerros,PE,2465,0.606,0.608,0.487,10629.51,27,0
Nova Luzitânia,SP,175,0.743,0.705,0.719,11081.96,7,0
Ibaté,SP,1749,0.703,0.681,0.627,22849.38,30,0
Pirajuí,SP,886,0.75,0.734,0.672,15954.78,15,0
Trindade,GO,5804,0.7,0.682,0.608,16276.89,68,0
Guaraci,SP,530,0.737,0.698,0.682,29937.88,4,0
São Luiz Do Paraitinga,SP,257,0.7,0.691,0.593,13396.68,4,0
São Miguel Arcanjo,SP,1281,0.71,0.708,0.633,19753.6,38,0
Duartina,SP,489,0.748,0.716,0.698,17142.2,13,0
São Marcos,RS,490,0.768,0.775,0.683,30168.25,26,0
Condeúba,BA,457,0.58,0.559,0.447,6966.54,0,0
Regente Feijó,SP,874,0.768,0.735,0.752,30809.19,27,0
Nova Prata,RS,855,0.77,0.782,0.686,42654.73,33,0
Xinguara,PA,2288,0.65,0.671,0.503,26768.53,17,0
Içara,SC,2212,0.741,0.732,0.645,34931.3,58,0
Santo Antônio De Pádua,RJ,1467,0.718,0.709,0.648,26154.88,46,0
Tucumã,PA,2112,0.659,0.67,0.525,18892.8,10,0
Além Paraíba,MG,1595,0.726,0.713,0.626,22918.85,41,0
Paraíba Do Sul,RJ,2039,0.7,0.697,0.61,21056.32,42,0
Ouro Fino,MG,1031,0.722,0.703,0.622,18931.74,37,0
Dois Irmãos,RS,1230,0.743,0.763,0.633,53672.39,34,0
Lapa,PR,1447,0.706,0.696,0.595,36516.6,57,0
Arcos,MG,1618,0.75,0.717,0.671,27757.15,42,0
Niquelândia,GO,2087,0.715,0.709,0.64,20463.76,25,0
Parambu,CE,832,0.57,0.526,0.46,6624.33,2,0
Cristais Paulista,SP,287,0.73,0.723,0.682,21246.82,2,0
Santa Adélia,SP,686,0.76,0.75,0.702,19626.61,10,0
Caucaia,CE,17120,0.682,0.62,0.632,15177.12,230,0
Pesqueira,PE,2603,0.61,0.597,0.506,9665.93,60,0
Massaranduba,SC,164,0.774,0.749,0.714,31412.08,18,0
Dois Vizinhos,PR,1550,0.767,0.747,0.711,37445.14,56,0
Diamantina,MG,2129,0.716,0.693,0.632,14812.65,55,0
Álvares Machado,SP,1039,0.758,0.712,0.732,19024.25,19,0
Ipirá,BA,1871,0.55,0.568,0.39,11054.26,71,0
Rosana,SP,782,0.764,0.749,0.728,123171.63,14,0
Seabra,BA,1382,0.635,0.588,0.572,9781.82,18,0
Nepomuceno,MG,1004,0.667,0.658,0.549,17503.74,16,0
Lagoa Vermelha,RS,1200,0.738,0.734,0.62,35311.65,39,0
Piumhi,MG,1285,0.737,0.729,0.625,25503.35,21,0
Camanducaia,MG,784,0.69,0.707,0.553,23987.31,18,0
Imbituba,SC,1853,0.765,0.734,0.703,31256.53,36,0
Bocaina,SP,493,0.742,0.741,0.656,87643.77,9,0
Itaporanga,SP,646,0.72,0.681,0.653,18522.5,13,0
Salto De Pirapora,SP,1762,0.73,0.699,0.665,28731.77,35,0
Cajati,SP,1377,0.69,0.658,0.611,36388.89,9,0
Colina,SP,781,0.757,0.72,0.712,62059.9,19,0
Tijucas,SC,1353,0.76,0.747,0.672,38445.27,24,0
Miguelópolis,SP,1120,0.741,0.712,0.661,49278.71,13,0
Quatro Barras,PR,957,0.742,0.74,0.665,55692.28,26,0
Sarandi,PR,4792,0.695,0.681,0.579,15514.11,51,0
Parnamirim,RN,11801,0.77,0.75,0.726,20201.24,181,0
Santa Cruz Das Palmeiras,SP,1617,0.728,0.746,0.635,13688.36,24,0
Cafelândia,SP,688,0.742,0.714,0.661,25039,17,0
Nhandeara,SP,336,0.75,0.755,0.672,25062.32,15,0
Barra Do Garças,MT,2443,0.748,0.738,0.693,29773.13,75,0
Carmo Do Paranaíba,MG,1181,0.705,0.713,0.571,22662.49,21,0
Jaborandi,SP,313,0.711,0.679,0.627,20466.28,1,0
General Salgado,SP,405,0.747,0.734,0.702,48234.52,12,0
Paramirim,BA,498,0.615,0.604,0.496,8563.46,4,0
Ariquemes,RO,4383,0.7,0.716,0.6,20618.18,68,0
Cosmorama,SP,198,0.722,0.705,0.63,30850.27,8,0
Vassouras,RJ,1110,0.71,0.719,0.624,27053.02,18,0
Abreu E Lima,PE,4405,0.679,0.625,0.632,14390.4,47,0
Catu,BA,2418,0.677,0.66,0.578,9220.6,63,0
Nanuque,MG,2015,0.701,0.666,0.609,15446.42,27,0
Pirangi,SP,418,0.76,0.735,0.701,22339.34,6,0
Barrinha,SP,1829,0.725,0.711,0.646,15185.41,21,0
Timbaúba,PE,2342,0.618,0.592,0.519,11662.92,49,0
Guariba,SP,2082,0.72,0.712,0.645,30226.8,26,0
Potirendaba,SP,678,0.747,0.737,0.661,30081.16,12,0
Iguape,SP,938,0.726,0.691,0.653,20333.94,20,0
Machado,MG,1743,0.715,0.719,0.6,22567.63,41,0
Marechal Cândido Rondon,PR,1873,0.774,0.782,0.704,40515.59,63,0
Belo Oriente,MG,1233,0.69,0.655,0.606,53660.17,6,0
Canoinhas,SC,2156,0.757,0.717,0.692,26851.08,64,0
Tupi Paulista,SP,371,0.769,0.762,0.715,17118.53,19,0
Tambaú,SP,987,0.731,0.729,0.624,21057.44,31,0
Conceição De Macabu,RJ,967,0.71,0.698,0.642,14909.49,21,0
Maracaí,SP,612,0.77,0.711,0.758,36926.11,9,0
Tucano,BA,1351,0.579,0.596,0.458,8108.49,77,0
Capelinha,MG,1643,0.653,0.641,0.527,14453.89,25,0
Boa Esperança Do Sul,SP,728,0.68,0.692,0.562,21317.01,9,0
Itaituba,PA,5302,0.64,0.644,0.51,16261.21,56,0
Teodoro Sampaio,SP,1024,0.741,0.699,0.679,47215.08,15,0
Araranguá,SC,2022,0.76,0.745,0.691,23676.35,69,0
Pirapora,MG,3287,0.731,0.693,0.68,29847.47,56,0
Guaraciaba Do Norte,CE,1111,0.609,0.552,0.528,9146.97,7,0
Igarapé,MG,1954,0.698,0.686,0.588,16658.37,37,0
Cordeiro,RJ,964,0.73,0.724,0.649,16365.4,24,0
Espinosa,MG,1078,0.627,0.582,0.526,8578.93,35,0
Patrocínio Paulista,SP,605,0.73,0.696,0.678,62536.82,3,0
Boquira,BA,394,0.603,0.564,0.497,6120.15,6,0
Pariquera-Açu,SP,650,0.736,0.682,0.678,25956.61,6,0
Caculé,BA,684,0.637,0.621,0.541,10148.8,9,0
Cacoal,RO,3599,0.718,0.727,0.62,22130.78,52,0
Bandeirantes,PR,1482,0.727,0.714,0.658,21227.93,46,0
Guaramirim,SC,876,0.75,0.748,0.641,34929.59,24,0
Itaqui,RS,1849,0.713,0.687,0.626,29382.73,19,0
Juína,MT,1897,0.716,0.733,0.593,24006.82,20,0
Macatuba,SP,858,0.77,0.763,0.697,36621.93,6,0
Palmeira D'Oeste,SP,300,0.753,0.72,0.714,19622.88,10,0
Mangaratiba,RJ,1338,0.753,0.746,0.676,92773.55,14,0
Iracemápolis,SP,1013,0.78,0.742,0.729,50771.27,18,0
Taiobeiras,MG,1466,0.67,0.639,0.578,11799.22,21,0
Monte Alegre Do Sul,SP,179,0.759,0.752,0.678,24612.81,8,0
Mineiros,GO,2783,0.718,0.753,0.584,36703.84,34,0
Casimiro De Abreu,RJ,1551,0.726,0.734,0.642,27712.27,24,0
Visconde Do Rio Branco,MG,1698,0.71,0.709,0.591,25330.01,36,0
Tauá,CE,1912,0.633,0.585,0.56,8879.83,72,0
Santa Inês,MA,5448,0.674,0.633,0.615,14690.96,34,0
Santa Gertrudes,SP,1302,0.737,0.723,0.654,51604.64,9,0
São Sebastião Do Caí,RS,866,0.74,0.734,0.646,24981.4,35,0
Guabiruba,SC,810,0.754,0.75,0.653,36803.64,9,0
Rio Negrinho,SC,1985,0.738,0.71,0.668,23848.09,53,0
Urupês,SP,463,0.745,0.741,0.683,24917.4,10,0
Rio Grande Da Serra,SP,2700,0.75,0.684,0.745,11831.25,28,0
Cristalina,GO,2565,0.7,0.716,0.587,42330.24,22,0
Matinhos,PR,1692,0.743,0.743,0.662,28604.66,30,0
Uruaçu,GO,1883,0.737,0.74,0.628,18774.45,47,0
Itaocara,RJ,814,0.713,0.696,0.635,22115.6,21,0
Marialva,PR,1252,0.735,0.733,0.666,39643.95,35,0
Itamonte,MG,474,0.705,0.695,0.591,47306.65,7,0
Luís Antônio,SP,661,0.731,0.709,0.671,74444.27,13,0
Guapiaçu,SP,744,0.725,0.728,0.605,24986.51,17,0
Capanema,PA,3295,0.655,0.61,0.58,14740.17,25,0
Itaguara,MG,432,0.691,0.697,0.567,17706.77,11,0
Américo De Campos,SP,210,0.745,0.715,0.708,16655.61,5,0
Pontal,SP,2641,0.725,0.718,0.633,22094.38,34,0
Valparaíso De Goiás,GO,9321,0.746,0.733,0.695,14699.68,141,0
Piraí,RJ,1009,0.708,0.714,0.62,70587.38,24,0
Senhor Do Bonfim,BA,3590,0.67,0.638,0.599,9854.55,40,0
Rio Do Pires,BA,240,0.594,0.568,0.481,6468.19,0,0
Juquiá,SP,324,0.7,0.654,0.637,17953.89,5,0
Janaúba,MG,3657,0.696,0.654,0.649,14387.85,64,0
Santo Amaro,BA,2498,0.65,0.626,0.559,12211.38,63,0
Bom Jesus Do Itabapoana,RJ,1394,0.732,0.723,0.662,19756.2,32,0
Remanso,BA,1579,0.579,0.569,0.451,7496.64,9,0
Jarinu,SP,1077,0.733,0.723,0.659,70617.6,37,0
São Francisco Do Sul,SC,1029,0.762,0.74,0.699,72367.97,41,0
Uchoa,SP,396,0.721,0.708,0.644,31118.59,14,0
Barreiros,PE,2168,0.586,0.561,0.491,9706.18,9,0
Nazaré Paulista,SP,328,0.68,0.681,0.559,17291.09,13,0
Canela,RS,2092,0.748,0.738,0.667,22968.73,27,0
Pindorama,SP,646,0.737,0.726,0.654,18525.51,6,0
Ouricuri,PE,2427,0.57,0.578,0.419,8103.52,14,0
Perdões,MG,866,0.74,0.71,0.661,18766.49,14,0
Marau,RS,1568,0.774,0.773,0.699,43573.82,35,0
Gravatá,PE,3646,0.634,0.63,0.51,12325.14,45,0
Urussanga,SC,451,0.772,0.756,0.695,34909.93,23,0
Arroio Grande,RS,649,0.657,0.673,0.522,26232.39,5,0
Aiuruoca,MG,113,0.67,0.677,0.505,15846.5,0,0
Paragominas,PA,6295,0.645,0.667,0.514,24560.29,24,0
Matozinhos,MG,1741,0.731,0.69,0.654,25291.1,18,0
Paraíso Do Tocantins,TO,2285,0.764,0.759,0.706,24731.81,24,0
Mateus Leme,MG,1431,0.7,0.688,0.604,18708.26,21,0
Dourado,SP,350,0.738,0.718,0.689,78615.59,8,0
Iperó,SP,1053,0.72,0.68,0.672,13953.02,26,0
Itabaiana,SE,4074,0.642,0.645,0.513,17260.51,42,0
Pojuca,BA,1714,0.67,0.645,0.559,21073.9,15,0
Mandaguari,PR,1434,0.75,0.732,0.689,38756.41,24,0
Três Pontas,MG,2256,0.731,0.714,0.643,22362.38,50,0
Borborema,SP,599,0.73,0.71,0.658,24720.06,10,0
Lindóia,SP,310,0.742,0.722,0.654,19990.11,7,0
Elói Mendes,MG,1124,0.685,0.688,0.558,20145.48,26,0
São Benedito,CE,1758,0.611,0.562,0.531,9241.16,8,0
